order_id,return_id,customer_id,support_agent_id,scenario_id,scenario_name,label,expected_rules,decision
order_102804,return_302804,customer_0816,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101175,return_301175,customer_0037,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101636,return_301636,customer_0249,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100551,return_300551,customer_0198,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104557,return_304557,customer_0526,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101265,return_301265,customer_1182,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100858,return_300858,customer_1163,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103708,return_303708,customer_0475,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_100984,return_300984,customer_0400,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101440,return_301440,customer_1183,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101081,return_301081,customer_1288,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103493,return_303493,customer_1361,agent_011,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_100926,return_300926,customer_1473,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102905,return_302905,customer_0262,agent_026,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101016,return_301016,customer_1053,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104202,return_304202,customer_9001,agent_001,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_102190,return_302190,customer_0789,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100283,return_300283,customer_1968,agent_006,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101520,return_301520,customer_1643,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101557,return_301557,customer_1838,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100354,return_300354,customer_1825,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104041,return_304041,customer_1395,agent_013,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100883,return_300883,customer_0634,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101055,return_301055,customer_0574,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102882,return_302882,customer_0988,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103071,return_303071,customer_1213,agent_101,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_101312,return_301312,customer_0888,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103445,return_303445,customer_1610,agent_101,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_103288,return_303288,customer_1880,agent_017,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_102040,return_302040,customer_1059,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100109,return_300109,customer_1587,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104521,return_304521,customer_1150,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104946,return_304946,customer_9902,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103763,return_303763,customer_1739,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_102640,return_302640,customer_1948,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100158,return_300158,customer_1976,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102271,return_302271,customer_0558,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101457,return_301457,customer_0401,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103557,return_303557,customer_1297,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_104552,return_304552,customer_1958,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100322,return_300322,customer_0237,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104070,return_304070,customer_0524,agent_027,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100056,return_300056,customer_1327,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102642,return_302642,customer_0080,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100590,return_300590,customer_1077,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104383,return_304383,customer_0083,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104801,return_304801,customer_9904,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104166,return_304166,customer_9005,agent_028,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104240,return_304240,customer_9007,agent_029,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_100717,return_300717,customer_1040,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101779,return_301779,customer_0664,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101911,return_301911,customer_0405,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102121,return_302121,customer_0407,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103560,return_303560,customer_0356,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_100634,return_300634,customer_1650,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101194,return_301194,customer_1940,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102819,return_302819,customer_1985,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101846,return_301846,customer_0581,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100746,return_300746,customer_1123,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103440,return_303440,customer_1592,agent_018,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_102257,return_302257,customer_1973,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100266,return_300266,customer_0208,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100615,return_300615,customer_0684,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104774,return_304774,customer_9902,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100155,return_300155,customer_1913,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100891,return_300891,customer_0288,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101496,return_301496,customer_1603,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101822,return_301822,customer_1362,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102311,return_302311,customer_1735,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101465,return_301465,customer_1309,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104820,return_304820,customer_9902,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_101120,return_301120,customer_1678,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101714,return_301714,customer_1567,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102183,return_302183,customer_1125,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103614,return_303614,customer_1167,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_103188,return_303188,customer_0801,agent_008,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102522,return_302522,customer_0304,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102602,return_302602,customer_1554,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104748,return_304748,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_103393,return_303393,customer_0437,agent_007,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_102929,return_302929,customer_0127,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101405,return_301405,customer_0768,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101976,return_301976,customer_0643,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104232,return_304232,customer_9007,agent_002,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103471,return_303471,customer_1626,agent_018,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_101432,return_301432,customer_1925,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102019,return_302019,customer_0110,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100771,return_300771,customer_0765,agent_006,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102259,return_302259,customer_1869,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102103,return_302103,customer_1301,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101387,return_301387,customer_0958,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103132,return_303132,customer_0702,agent_006,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_103053,return_303053,customer_1332,agent_018,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_101696,return_301696,customer_0817,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100077,return_300077,customer_0271,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101011,return_301011,customer_0103,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102024,return_302024,customer_0711,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103328,return_303328,customer_0160,agent_014,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_103327,return_303327,customer_1743,agent_002,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_101815,return_301815,customer_0469,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102624,return_302624,customer_1867,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100840,return_300840,customer_1910,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101702,return_301702,customer_1867,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101736,return_301736,customer_0015,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101653,return_301653,customer_0530,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100492,return_300492,customer_1239,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100685,return_300685,customer_1648,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104522,return_304522,customer_1009,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_102000,return_302000,customer_1510,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103362,return_303362,customer_0765,agent_101,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_100614,return_300614,customer_0239,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104524,return_304524,customer_0458,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104329,return_304329,customer_0827,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_103603,return_303603,customer_0813,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_100391,return_300391,customer_0588,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104761,return_304761,customer_9905,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104035,return_304035,customer_1060,agent_008,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100140,return_300140,customer_0094,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101422,return_301422,customer_1202,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100230,return_300230,customer_1928,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102212,return_302212,customer_1601,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100332,return_300332,customer_1107,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101275,return_301275,customer_0582,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104139,return_304139,customer_9002,agent_007,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103463,return_303463,customer_0991,agent_023,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_101660,return_301660,customer_1654,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101556,return_301556,customer_0058,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101196,return_301196,customer_0110,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102925,return_302925,customer_1751,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101917,return_301917,customer_0389,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104229,return_304229,customer_9004,agent_007,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_102392,return_302392,customer_1010,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101956,return_301956,customer_1018,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104824,return_304824,customer_9902,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100409,return_300409,customer_1922,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103143,return_303143,customer_0350,agent_028,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_100415,return_300415,customer_1897,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102381,return_302381,customer_0853,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101254,return_301254,customer_0515,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102314,return_302314,customer_1360,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103776,return_303776,customer_0407,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101091,return_301091,customer_0671,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101692,return_301692,customer_1159,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100177,return_300177,customer_1075,agent_026,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101753,return_301753,customer_0310,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101345,return_301345,customer_1427,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100224,return_300224,customer_1606,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104530,return_304530,customer_0733,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_102235,return_302235,customer_0420,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100287,return_300287,customer_1402,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104601,return_304601,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_104022,return_304022,customer_0598,agent_027,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100658,return_300658,customer_0020,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100620,return_300620,customer_1415,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101438,return_301438,customer_1306,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103181,return_303181,customer_1031,agent_013,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102610,return_302610,customer_1257,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101987,return_301987,customer_0272,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101180,return_301180,customer_1503,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101046,return_301046,customer_0516,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100027,return_300027,customer_0261,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103224,return_303224,customer_1470,agent_028,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_100609,return_300609,customer_0168,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100199,return_300199,customer_1271,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102914,return_302914,customer_0939,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101640,return_301640,customer_0968,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104100,return_304100,customer_9003,agent_019,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_101126,return_301126,customer_0629,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101210,return_301210,customer_1948,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103367,return_303367,customer_0521,agent_002,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_100014,return_300014,customer_1347,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100149,return_300149,customer_0805,agent_006,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100313,return_300313,customer_1527,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103246,return_303246,customer_1797,agent_020,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102827,return_302827,customer_1941,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101228,return_301228,customer_1827,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101707,return_301707,customer_0484,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101857,return_301857,customer_0484,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104718,return_304718,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_101888,return_301888,customer_0987,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103749,return_303749,customer_0190,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_102922,return_302922,customer_1325,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102012,return_302012,customer_1137,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101418,return_301418,customer_1205,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100211,return_300211,customer_1979,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100241,return_300241,customer_0953,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102506,return_302506,customer_1941,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104419,return_304419,customer_1205,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100736,return_300736,customer_0400,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101326,return_301326,customer_0126,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100750,return_300750,customer_1332,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103255,return_303255,customer_0262,agent_002,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_100690,return_300690,customer_1578,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103295,return_303295,customer_1724,agent_025,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_104302,return_304302,customer_9005,agent_017,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_102986,return_302986,customer_0123,agent_009,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102016,return_302016,customer_0561,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101997,return_301997,customer_1155,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104381,return_304381,customer_0922,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104187,return_304187,customer_9002,agent_016,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_101676,return_301676,customer_0501,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101618,return_301618,customer_0813,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102954,return_302954,customer_1362,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103210,return_303210,customer_0330,agent_101,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102540,return_302540,customer_1634,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104378,return_304378,customer_0237,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104471,return_304471,customer_1266,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101208,return_301208,customer_1709,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102590,return_302590,customer_1328,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101713,return_301713,customer_0113,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104368,return_304368,customer_0394,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104545,return_304545,customer_0104,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101299,return_301299,customer_0529,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101933,return_301933,customer_0816,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101461,return_301461,customer_0493,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104653,return_304653,customer_8003,agent_803,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_102210,return_302210,customer_0042,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104219,return_304219,customer_9002,agent_019,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104660,return_304660,customer_8001,agent_801,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_101787,return_301787,customer_1853,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103932,return_303932,customer_0792,agent_015,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100005,return_300005,customer_1352,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103452,return_303452,customer_0495,agent_012,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_103061,return_303061,customer_0127,agent_028,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102301,return_302301,customer_0319,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104919,return_304919,customer_9905,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100114,return_300114,customer_0842,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103958,return_303958,customer_1839,agent_004,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103553,return_303553,customer_1197,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_100500,return_300500,customer_0389,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101488,return_301488,customer_0865,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101377,return_301377,customer_0690,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104906,return_304906,customer_9901,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103906,return_303906,customer_0531,agent_024,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
